37;群雷术;7;9;16;8;30;6;12;12;1;40;1000;43;2000;45;3000;100;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
39;彻地钉;2;1;4;8;8;1;2;2;0;42;10;44;10;46;10;20;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
40;双龙斩;0;44;40;0;0;3;0;0;0;42;10;44;10;46;10;60;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
41;狮子吼;4;43;8;1;1;0;0;0;0;42;10;44;10;46;10;30;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
42;龙影剑法;0;0;0;0;0;3;0;0;99;42;10;44;10;46;10;0;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
43;破空剑;0;0;0;0;0;3;0;0;0;42;10;44;10;46;10;0;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
44;寒冰掌;2;39;3;10;10;5;10;10;1;42;10;44;10;46;10;60;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
45;灭天火;14;34;16;42;60;30;24;24;1;42;10;44;10;46;10;60;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
46;召唤英雄;10;42;14;10;0;5;0;0;99;42;10;44;10;46;10;50;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
47;火龙气焰;7;65;35;10;30;20;10;30;1;42;10;44;10;46;10;120;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
48;气功波;4;36;8;1;1;0;0;0;2;42;10;44;10;46;10;30;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
49;净化术;2;40;4;4;0;0;0;0;2;42;10;44;10;46;10;40;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
50;无极真气;4;35;8;1;1;0;0;0;2;42;10;44;10;46;10;30;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
53;血咒;2;48;4;4;0;0;0;0;2;42;10;44;10;46;10;30;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
54;骷髅咒;2;49;4;4;0;0;0;0;2;42;10;44;10;46;10;30;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
38;诅咒术;9;46;12;10;10;30;4;4;2;42;50;44;100;46;200;50;400;55;800;60;1600;66;3200;72;6400;79;12800;86;25600;94;51200;103;102400;113;204800;124;409600;136;819200;40;;3;
51;群毒术;9;46;12;10;10;30;4;4;2;42;50;44;100;46;200;45;400;55;800;26;1600;28;3200;30;6400;33;12800;36;25600;39;51200;42;102400;46;204800;50;409600;55;819200;40;;3;
52;飓风破;2;47;12;12;12;30;14;14;2;40;2000;43;4000;46;8000;30;;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;20;200;3;
