骷髅战将0;89;14;23;20;1;0;2500;110;0;2;1;7;13;0;0;15;9;1200;1;0;2300;
骷髅精灵;89;14;150;40;1;100;15000;500;0;5;4;7;24;0;0;15;12;1200;1;0;2000;
暗之骷髅精灵;89;14;150;40;1;100;2500;3000;0;5;100;22;70;0;0;20;20;900;1;0;2000;
骷髅精灵1;89;14;150;50;1;100;2500;800;0;0;100;0;60;0;0;17;20;600;1;0;2000;
骷髅精灵2;89;14;150;50;1;100;250;350;0;25;5;0;40;0;0;17;20;600;1;0;2000;
骷髅精灵10;89;14;150;40;1;100;75000;500;0;5;4;7;24;0;0;15;14;1200;1;0;2000;
洞蛆;90;16;24;21;0;100;3750;65;0;0;0;6;8;0;0;12;10;1000;1;0;2500;
多钩猫;81;17;25;13;0;0;425;30;0;0;0;2;4;0;0;7;5;1500;1;0;2500;
多钩猫0;81;17;25;13;0;0;425;30;0;0;0;2;4;0;0;7;5;1500;1;0;2500;
钉耙猫;81;17;26;13;0;0;450;32;0;0;0;2;4;0;0;7;5;1500;1;0;2500;
钉耙猫0;81;17;26;13;0;0;450;32;0;0;0;2;4;0;0;7;5;1500;1;0;2500;
稻草人;83;18;27;10;1;0;300;25;0;0;0;1;2;0;0;8;5;1500;1;0;2500;
稻草人0;83;18;27;10;1;0;300;25;0;0;0;1;2;0;0;8;5;1500;1;0;2500;
稻草人1;83;18;27;50;1;0;2500;1000;0;30;30;0;90;0;0;17;20;600;1;0;1500;
沃玛战士;97;19;30;30;1;0;6500;265;0;3;2;14;28;0;0;15;12;1000;1;0;2000;
沃玛战士0;97;19;30;30;1;0;6500;265;0;3;2;14;28;0;0;15;12;1000;1;0;2000;
沃玛勇士;97;19;32;30;1;0;7000;285;0;3;2;16;28;0;0;15;12;1000;1;0;2000;
沃玛勇士0;97;19;32;30;1;0;7000;285;0;3;2;16;28;0;0;15;12;1000;1;0;2000;
沃玛战将;97;19;33;30;1;0;7000;285;0;3;2;15;29;0;0;15;12;1000;1;0;2000;
沃玛战将0;97;19;33;30;1;0;7000;285;0;3;2;15;29;0;0;15;12;1000;1;0;2000;
火焰沃玛;91;20;31;31;1;0;7250;340;0;0;0;14;26;0;0;20;13;800;1;0;1700;
火焰沃玛0;91;20;31;31;1;0;7250;340;0;0;0;14;26;0;0;20;13;800;1;0;1700;
沃玛卫士;97;19;151;50;1;0;30000;1000;0;8;8;22;42;0;0;20;17;800;1;0;1500;
沃玛卫士1;97;19;151;50;1;0;2500;600;0;20;20;0;50;0;0;17;19;600;1;0;2500;
沃玛教主;92;21;34;60;1;100;62500;5000;0;17;17;35;60;0;0;30;20;800;1;0;1500;
沃玛教主1;92;21;34;60;1;100;2500;100;0;0;0;0;20;0;0;17;20;600;1;0;3000;
暗黑战士;93;22;28;26;0;0;5000;165;0;3;2;9;16;0;0;15;13;900;1;0;2500;
暗黑战士0;93;22;28;26;0;0;5000;165;0;3;2;9;16;0;0;15;13;900;1;0;2500;
粪虫;106;52;29;26;1;100;4500;155;0;3;2;9;17;0;0;15;11;1500;1;0;2500;
粪虫0;106;53;29;26;1;100;4500;155;0;3;2;9;17;0;0;15;11;1500;1;0;2500;
僵尸1;94;40;40;25;1;30;4000;155;0;0;0;12;16;0;0;13;11;2000;1;0;3000;
僵尸10;94;40;40;25;1;30;4000;155;0;0;0;12;16;0;0;13;11;2000;1;0;3000;
僵尸2;95;41;50;25;1;0;4000;155;0;2;1;8;17;0;0;15;11;2000;1;0;3000;
僵尸20;95;41;50;25;1;0;4000;155;0;2;1;8;17;0;0;15;11;2000;1;0;3000;
僵尸3;96;42;51;25;1;0;4000;155;0;2;60;6;200;0;0;15;11;2000;1;0;3000;
僵尸30;96;42;51;25;1;0;4000;155;0;2;1;6;17;0;0;15;11;2000;1;0;3000;
僵尸4;96;42;52;25;1;0;4000;155;0;2;1;6;17;0;0;15;11;2000;1;0;3000;
僵尸40;96;42;52;25;1;0;4000;155;0;2;1;6;17;0;0;15;11;2000;1;0;3000;
僵尸5;96;42;53;25;1;0;4000;155;0;2;1;6;17;0;0;15;11;1500;1;0;3000;
僵尸50;96;42;53;25;1;0;4000;155;0;2;1;6;17;0;0;15;11;1500;1;0;3000;
尸王;81;19;152;40;1;100;20000;500;0;0;10;18;36;0;0;15;15;1500;1;0;2800;
尸王1;81;19;152;50;1;100;20000;800;0;100;0;0;60;0;0;17;20;600;1;0;2000;
尸王2;81;19;152;50;1;100;20000;500;0;3;3;18;36;0;0;15;15;1200;1;0;2800;
尸王3;81;19;152;48;1;100;60000;500;0;0;200;18;200;0;0;50;15;250;1;0;500;
红蛇;81;19;36;17;0;0;1250;50;0;0;2;7;12;0;0;15;11;1200;1;0;2500;
红蛇0;81;19;36;17;0;0;1250;50;0;0;2;7;12;0;0;15;11;1200;1;0;2500;
练功师;55;19;72;99;0;0;25;9999;0;0;0;1;1;0;0;15;15;1200;1;0;2500;
变异骷髅;100;23;37;20;1;0;25;60;0;8;10;8;15;0;0;15;15;1200;1;0;2500;
虎蛇;81;19;38;18;0;0;1325;53;0;0;2;10;11;0;0;15;11;1200;1;0;2500;
虎蛇0;81;19;38;18;0;0;1325;53;0;0;2;10;11;0;0;15;11;1200;1;0;2500;
羊;52;19;43;13;0;0;500;20;0;0;0;1;3;0;0;10;7;1400;1;0;3000;
猎鹰;81;19;44;16;0;0;950;38;0;0;0;7;10;0;0;40;13;1200;1;0;2500;
猎鹰0;81;19;44;16;0;0;950;38;0;0;0;7;10;0;0;40;13;1200;1;0;2500;
盔甲虫;81;19;45;16;0;0;925;50;0;0;0;4;10;0;0;12;7;1200;1;0;2500;
盔甲虫0;81;19;45;16;0;0;925;50;0;0;0;4;10;0;0;12;9;1200;1;0;2500;
沙虫;82;19;48;16;0;0;1050;50;0;2;1;6;9;0;0;15;12;1000;1;0;2300;
威思而小虫;82;19;49;17;0;0;1275;54;0;0;0;8;11;0;0;15;13;1000;1;0;2300;
多角虫;81;19;90;16;0;0;800;52;0;0;0;7;8;0;0;13;10;1300;1;0;2500;
多角虫0;81;19;90;16;0;0;800;52;0;0;0;7;8;0;0;13;12;1300;1;0;2500;
巨型多角虫;81;19;91;27;0;100;5000;250;0;0;0;7;15;0;0;13;12;1000;1;0;2500;
巨型多角虫1;81;19;91;27;0;100;2500;900;0;0;100;0;80;0;0;17;20;600;1;0;1800;
狼;53;19;70;16;0;0;875;48;0;0;0;6;8;0;0;13;10;1200;1;0;2500;
蜈蚣;81;19;73;26;0;0;15750;230;0;0;5;12;17;0;0;15;12;1500;1;0;2000;
蜈蚣0;81;19;73;26;0;0;15750;230;0;0;5;12;17;0;0;15;12;1500;1;0;2000;
触龙神;107;33;140;45;0;100;50000;1000;0;0;2000;20;35;0;0;30;30;2000;1;0;2000;
黑色恶蛆;81;19;74;28;0;0;9000;230;0;5;0;10;30;0;0;15;12;500;1;0;1500;
黑色恶蛆0;81;19;74;28;0;0;12500;230;0;5;0;10;80;0;0;30;25;500;1;0;500;
钳虫;81;19;120;31;0;0;16250;270;0;5;7;15;25;0;0;15;13;1500;1;0;1800;
钳虫0;81;19;120;31;0;0;16250;270;0;5;7;15;25;0;0;15;13;1500;1;0;1800;
邪恶钳虫;81;19;121;60;0;100;12500;1000;0;20;10;22;45;0;0;15;17;700;1;0;1800;
邪恶钳虫1;81;19;121;60;0;100;12500;600;0;20;20;0;50;0;0;17;18;600;1;0;2500;
邪恶钳虫2;81;19;121;60;0;100;12500;1000;0;20;10;22;45;0;0;15;17;700;1;0;1800;
跳跳蜂;81;19;81;26;1;0;7500;200;0;3;3;12;18;0;0;15;12;1500;1;0;2000;
跳跳蜂0;81;19;81;26;1;0;12500;200;0;3;3;12;18;0;0;15;12;1500;1;0;2000;
巨型蠕虫;81;19;82;26;1;20;15750;200;0;3;3;15;18;0;0;15;12;1200;1;0;2000;
巨型蠕虫0;81;19;82;26;1;20;15750;200;0;3;3;15;18;0;0;15;12;1200;1;0;2000;
角蝇;103;43;41;30;0;0;17500;200;0;0;6;0;0;0;0;1;1;1200;1;0;2500;
蝙蝠;81;31;42;5;0;20;125;3;0;0;0;0;80;0;0;5;18;1200;1;0;2500;
楔蛾;105;52;39;32;0;100;7500;220;0;0;5;13;30;0;0;15;12;600;1;0;2500;
红野猪;81;19;110;32;1;0;9000;330;0;0;8;18;40;0;0;15;13;1200;1;0;2000;
红野猪0;81;19;110;32;1;10;9000;330;0;0;8;18;50;0;0;15;13;1200;1;0;2000;
红野猪3;81;19;110;40;1;20;12500;500;0;0;13;18;60;0;0;15;13;1200;1;0;2000;
黑野猪;81;19;111;35;1;0;12500;310;0;10;0;20;26;0;0;15;13;800;1;0;2000;
黑野猪0;81;19;111;35;1;10;12500;310;0;10;0;20;26;0;0;15;13;800;1;0;2000;
黑野猪3;81;19;111;40;1;20;12500;500;0;15;0;20;32;0;0;15;13;800;1;0;2000;
白野猪;81;19;112;50;1;100;30000;1000;0;15;15;30;100;0;0;25;17;800;1;0;1800;
白野猪0;81;19;112;50;1;100;40000;1000;0;18;18;15;100;0;0;25;17;800;1;0;1800;
白野猪1;81;19;112;50;1;100;47500;400;0;0;0;0;100;0;0;17;20;600;1;0;3000;
白野猪2;81;19;112;50;1;100;40000;1000;0;15;15;30;100;0;0;25;17;800;1;0;1800;
白野猪8;81;19;112;50;1;100;40000;1000;0;18;18;15;100;0;0;25;17;800;1;0;1800;
蝎蛇;81;19;130;35;1;0;9000;330;0;5;3;22;28;0;0;15;13;600;1;0;2000;
蝎蛇0;81;19;130;35;1;10;10000;330;0;5;3;22;28;0;0;15;13;600;1;0;2000;
蝎蛇3;81;19;130;40;1;20;12500;500;0;8;5;33;100;0;0;15;14;600;1;0;2000;
邪恶毒蛇;81;19;164;50;1;100;12500;1100;0;20;30;30;100;0;0;25;17;600;1;0;1800;
邪恶毒蛇1;81;19;164;50;1;100;12500;200;0;0;0;0;120;0;0;17;18;600;1;0;3000;
大老鼠;81;19;46;24;1;10;18250;385;0;3;5;12;60;0;0;15;12;1200;1;0;2500;
大老鼠0;81;19;46;24;1;20;18250;385;0;3;5;12;60;0;0;15;12;1200;1;0;2000;
祖玛弓箭手;104;45;47;40;1;40;10500;385;0;10;10;12;60;0;0;15;13;1000;1;0;2000;
祖玛弓箭手0;104;45;47;40;1;50;10500;385;0;11;11;13;60;0;0;15;14;1000;1;0;2000;
祖玛弓箭手3;104;45;47;43;1;60;15000;800;0;15;15;26;90;0;0;15;17;900;1;0;1600;
祖玛雕像;101;47;61;42;1;30;11250;495;0;12;12;20;90;0;0;17;13;900;1;0;2000;
祖玛雕像0;101;47;61;42;1;40;11250;495;0;13;13;21;80;0;0;17;13;900;1;0;2000;
祖玛雕像3;101;47;61;42;1;50;20000;900;0;18;18;30;60;0;0;17;17;700;1;0;1800;
祖玛卫士;101;47;62;43;1;30;12000;495;0;15;15;22;80;0;0;17;13;700;1;0;2000;
祖玛卫士0;101;47;62;43;1;40;12000;495;0;15;15;22;80;0;0;17;14;400;1;0;1800;
祖玛卫士3;101;47;62;43;1;50;25000;1000;0;20;20;33;80;0;0;17;17;350;1;0;1500;
祖玛卫士00;101;47;62;43;1;100;50000;1400;0;15;15;35;80;0;0;25;18;350;1;0;1500;
祖玛卫士10;101;47;62;43;1;100;50000;1400;0;15;15;35;80;0;0;25;18;350;1;0;1500;
祖玛教主;102;49;63;60;1;100;75000;3000;0;20;20;40;150;0;0;32;30;300;1;0;1000;
弓箭手;112;45;71;99;0;0;25;2000;0;30;30;30;50;0;0;20;15;500;1;0;1500;
护卫;112;45;71;99;0;0;25;2000;0;20;20;25;30;0;0;20;15;500;1;0;1500;
练功师10;81;19;72;99;0;0;25;1000;0;15;15;5;35;0;0;18;15;500;1;0;1500;
守卫10;81;24;2;99;0;0;25;3000;0;30;50;50;75;0;0;50;50;1500;1;0;1500;
沙巴克城门;110;99;900;60;0;0;25;10000;0;20;20;0;0;0;0;15;1;1000;1;0;1000;
沙巴克左城墙;111;98;901;60;0;0;25;5000;0;20;99;0;0;0;0;15;1;1000;1;0;1000;
沙巴克中城墙;111;98;902;60;0;0;25;5000;0;20;99;0;0;0;0;15;1;1000;1;0;1000;
沙巴克右城墙;111;98;903;60;0;0;25;5000;0;20;99;0;0;0;0;15;1;1000;1;0;1000;
弓箭守卫;112;45;71;80;0;0;25;2000;0;30;30;30;50;0;0;18;15;500;1;0;1200;
神兽;113;54;170;32;1;0;25;100;0;30;35;40;40;0;0;15;17;500;1;0;1000;
神兽1;114;55;171;32;1;0;25;300;0;30;35;40;40;0;0;15;18;500;1;0;1000;
月魔蜘蛛;105;19;113;52;0;100;12500;800;0;15;30;20;40;0;0;15;17;350;4;0;1500;
暴牙蜘蛛;93;22;114;50;0;0;11250;500;0;5;5;15;20;0;0;15;17;700;1;0;1600;
钢牙蜘蛛;81;19;114;53;0;50;13750;800;0;10;20;16;30;0;0;15;17;700;1;0;1700;
钢牙蜘蛛0;81;19;114;63;0;60;13750;800;0;10;20;16;30;0;0;15;19;700;1;0;1700;
钢牙蜘蛛3;81;19;114;73;0;70;25000;1200;0;10;20;24;45;0;0;15;19;700;1;0;1500;
天狼蜘蛛;118;19;119;40;0;0;12000;500;0;9;19;26;35;0;0;15;17;500;3;2000;1800;
天狼蜘蛛0;118;19;119;50;0;10;12000;500;0;9;19;26;35;0;0;15;19;500;3;2000;1800;
天狼蜘蛛3;118;19;119;60;0;20;12500;600;0;10;20;26;35;0;0;15;19;500;3;2000;1800;
黑锷蜘蛛;81;19;118;53;0;0;13750;800;0;10;20;20;36;0;0;15;17;500;4;2000;2000;
黑锷蜘蛛0;81;19;118;63;0;10;13750;800;0;10;20;20;36;0;0;15;19;500;4;2000;2000;
黑锷蜘蛛3;81;19;118;73;0;20;25000;1200;0;10;20;30;60;0;0;15;19;500;4;2000;2000;
幻影蜘蛛;116;35;132;53;0;0;8750;300;0;3;10;0;0;0;0;1;1;500;1;0;2500;
花吻蜘蛛;119;19;117;54;0;50;13750;800;0;8;11;18;34;0;0;15;17;500;1;0;1800;
花吻蜘蛛0;119;19;117;64;0;50;13750;800;0;8;11;18;34;0;0;15;19;500;1;0;1800;
花吻蜘蛛3;119;19;117;74;0;50;25000;1200;0;12;17;27;51;0;0;15;19;500;1;0;1800;
爆裂蜘蛛;117;36;133;52;0;100;175;10;0;0;0;20;40;0;0;30;30;500;1;0;1000;
血巨人;81;19;115;55;1;50;13750;800;0;10;12;26;44;0;0;20;17;500;4;2000;2000;
血巨人0;81;19;115;65;1;50;13750;800;0;10;12;26;44;0;0;20;19;500;4;2000;2000;
血巨人3;81;19;115;75;1;50;25000;1400;0;12;15;39;66;0;0;20;19;500;4;2000;2000;
邪恶巨人;81;19;116;56;1;100;25000;2000;0;14;16;29;52;0;0;22;18;500;5;2000;1500;
邪恶巨人0;81;19;116;56;1;100;25000;2000;0;14;16;29;52;0;0;22;18;500;5;2000;1500;
双头血魔;81;19;92;60;1;100;25000;5000;0;20;20;30;70;0;0;22;18;500;5;1200;1500;
双头金刚;81;19;93;60;1;100;25000;5000;0;20;20;30;70;0;0;22;18;500;5;1200;1500;
暗之双头金刚;81;19;93;60;1;100;25000;5000;0;20;20;30;55;0;0;22;18;500;5;1200;1500;
赤月恶魔;115;34;131;70;1;100;75000;5000;0;18;18;40;180;0;0;25;25;0;1;0;2000;
赤月恶魔1;115;34;131;66;1;100;25;500;0;10;10;40;200;0;0;25;25;0;1;0;2000;
带刀护卫;11;24;2;99;0;100;25;9999;0;200;200;150;300;200;200;200;200;500;1;0;2000;
飞火流星;120;9;3;1;0;0;25;9999;0;100;100;0;0;0;0;10;10;400;1;0;2000;
鹰卫;104;45;71;19;0;0;25;2000;0;20;20;25;30;0;0;20;15;500;1;0;2000;
虎卫;81;45;72;1;0;0;25;1500;0;20;20;30;30;0;0;20;15;500;1;0;2000;
变异骷髅0;87;19;37;99;1;50;6250;500;0;5;5;15;30;0;0;15;15;500;1;0;200;
蜜蜂;81;31;42;99;0;20;2500;100;0;8;10;15;30;0;0;15;18;1200;1;0;1500;
神鹰;81;19;44;99;0;100;12500;3000;0;50;30;15;150;0;0;30;17;1200;1;0;1500;
神兽10;100;55;171;32;100;0;125;160;0;15;15;15;25;0;0;15;15;0;1;0;2000;
石墓尸王;95;41;50;90;1;100;50000;5000;0;10;10;20;180;0;0;15;15;800;1;0;2000;
千年树妖;115;34;141;60;1;100;50000;1800;0;20;0;20;180;0;0;35;35;400;1;0;2000;
恶魔弓箭手;112;45;47;99;0;0;25;2000;30;30;30;50;50;0;0;18;15;500;1;0;1200;
藏玛守护者1;81;19;153;55;0;100;50000;2000;0;22;3;22;22;0;0;25;25;500;1;0;1500;
藏玛守护者;81;19;153;55;0;100;50000;2000;0;26;3;28;28;55;0;40;25;500;1;0;1500;
虹魔猪卫0;81;19;103;55;0;0;50000;1500;0;10;5;0;25;0;0;20;20;700;1;0;1500;
虹魔猪卫;81;19;103;55;1;100;50000;1500;0;15;10;15;36;0;0;30;18;700;1;0;1500;
虹魔教主;81;37;122;66;1;100;75000;5000;0;15;20;15;70;0;0;60;50;300;2;0;1400;
虹魔教主0;81;19;122;66;1;100;75000;5000;0;15;15;15;45;0;0;35;30;700;1;0;1400;
半兽统领;87;19;102;40;0;100;12500;700;0;5;5;15;30;0;0;15;15;1500;1;0;1500;
剧毒蜘蛛;82;19;163;50;0;50;12500;1200;0;10;15;15;35;0;0;15;8;900;1;0;1500;
雪人王;83;10;1;50;0;0;25000;700;0;15;15;15;60;0;0;12;7;1500;1;0;1500;
多钩猫王;81;17;25;50;0;0;25000;700;0;15;15;15;60;0;0;7;5;1500;1;0;1500;
钉耙猫王;81;17;26;50;0;0;25000;700;0;15;15;15;60;0;0;7;5;1500;1;0;1500;
恶灵僵尸;81;19;142;35;1;0;4750;180;0;3;3;10;60;0;0;25;18;700;1;0;2000;
恶灵僵尸0;81;19;142;35;1;0;4750;180;0;3;3;10;60;0;0;25;18;700;1;0;2000;
恶灵尸王;81;19;143;35;1;0;10500;500;0;3;5;10;60;0;0;25;18;700;1;0;2000;
恶灵尸王0;81;19;143;35;1;0;10500;500;0;3;5;10;60;0;0;25;18;700;1;0;2000;
骷髅锤兵;81;19;144;35;1;0;11250;390;0;3;5;10;60;0;0;25;18;700;1;0;1800;
骷髅锤兵0;81;19;144;35;1;0;11250;390;0;3;5;10;80;0;0;25;18;700;1;0;2000;
骷髅长枪兵;81;19;145;35;1;0;9500;390;0;3;6;10;80;0;0;25;18;700;1;0;2000;
骷髅长枪兵0;81;19;145;35;1;0;9500;390;0;3;6;5;80;0;0;25;18;700;1;0;1800;
骷髅刀斧手;81;19;146;35;1;0;10500;440;0;5;5;22;90;0;0;25;18;700;1;0;2000;
骷髅刀斧手0;81;19;146;35;1;0;10500;440;0;5;5;22;90;0;0;25;18;700;1;0;2000;
骷髅弓箭手;104;45;147;35;1;0;4750;190;0;2;2;15;50;0;0;25;18;700;1;0;1800;
骷髅弓箭手0;104;45;147;35;1;0;4750;190;0;2;2;15;50;0;0;25;18;700;1;0;1800;
黄泉教主;92;19;148;60;1;0;75000;5000;0;20;50;90;150;0;0;25;18;700;1;0;2000;
暗之黄泉教主;92;19;148;60;1;0;75000;5000;0;20;50;90;150;0;0;25;18;250;1;0;2000;
驽玛法王0;92;19;148;105;1;100;75000;4980;0;10;25;150;400;0;0;10;35;150;1;0;300;
牛头魔;81;19;173;37;0;50;7500;800;0;21;20;25;40;0;0;15;20;800;1;0;1200;
牛头魔0;81;19;173;37;0;50;9500;1000;0;22;30;27;45;0;0;17;22;800;1;0;1200;
牛魔斗士;81;19;174;37;0;50;12500;1200;0;22;20;27;45;0;0;16;21;700;1;0;1800;
牛魔斗士0;81;19;174;39;0;50;12500;1700;0;23;30;30;45;0;0;18;23;700;1;0;1800;
牛魔战士;81;19;175;39;0;100;12500;1200;0;23;20;27;45;0;0;16;21;800;1;0;1500;
牛魔战士0;81;19;175;39;0;100;13500;1700;0;26;30;40;50;0;0;18;23;800;1;0;1500;
牛魔侍卫;81;19;176;40;1;50;12500;1400;0;23;21;35;50;0;0;17;22;800;1;0;1500;
牛魔侍卫0;81;19;176;40;1;50;12500;1900;0;24;28;35;60;0;0;19;23;800;1;0;1500;
牛魔将军;81;19;177;40;1;100;22500;1400;0;23;28;35;60;0;0;17;22;800;1;0;1200;
牛魔将军0;81;19;177;40;1;100;22500;1900;0;26;30;35;90;0;0;19;23;800;1;0;1200;
牛魔法师;96;40;178;50;1;100;22500;2500;0;25;28;40;80;0;0;20;22;800;1;0;1200;
牛魔法师0;96;40;178;50;1;100;22500;3000;0;28;32;40;110;0;0;22;23;800;1;0;1200;
牛魔祭司;96;40;179;51;1;100;22500;2500;0;25;30;40;75;0;0;20;23;800;1;0;1000;
牛魔祭司0;96;40;179;51;1;100;22500;3000;0;28;35;40;80;0;0;22;22;800;1;0;1000;
牛魔王;92;21;165;55;1;100;107500;5000;0;28;36;70;80;0;0;20;23;800;1;0;800;
牛魔王0;92;21;165;55;1;100;117500;6000;0;30;40;70;150;0;0;21;22;800;1;0;800;
暗之牛魔王;92;21;165;60;1;0;90000;1000;0;20;24;45;70;0;0;25;18;700;1;0;2000;
宝箱;82;33;166;16;0;0;10500;300;0;0;0;30;80;0;0;15;8;900;1;0;2500;
宝箱0;82;33;166;16;0;0;10500;300;0;0;0;30;80;0;0;15;8;900;1;0;2500;
暗之虹魔教主;81;37;122;66;1;100;75000;5000;0;15;20;50;120;0;0;60;50;300;2;0;1400;
暗之双头血魔;81;19;92;60;1;100;125000;5000;0;20;20;30;180;0;0;22;18;500;5;1200;1500;
暗之沃玛教主;92;21;34;60;1;100;75000;3000;0;20;20;40;120;0;0;30;20;800;1;0;1500;
血僵尸;81;19;115;55;1;50;13750;1200;0;10;12;26;44;0;0;20;17;500;4;2000;2000;
血僵尸0;81;19;115;65;1;50;13750;1200;0;10;12;26;44;0;0;20;19;500;4;2000;2000;
血僵尸3;81;19;115;75;1;50;13750;1400;0;12;15;39;66;0;0;20;19;500;4;2000;2000;
圣域教主;92;21;34;60;1;0;25000;5000;0;30;30;40;150;0;0;15;30;600;1;0;2000;
圣域牛魔王;92;19;165;60;1;0;25000;4000;0;20;20;40;150;0;0;15;25;700;1;0;2000;
圣域修罗;92;19;148;60;1;0;25000;3500;0;20;20;30;100;0;0;15;25;700;1;0;1800;
圣域魔魂;81;37;122;60;1;0;25000;4000;0;20;20;40;100;0;0;15;25;500;1;0;1800;
圣域金刚;53;19;93;60;1;0;25000;3000;0;20;15;30;100;0;0;15;25;800;1;0;1800;
圣域血魔;92;21;92;60;1;0;25000;3000;0;15;20;30;100;0;0;15;25;800;1;0;1800;
圣域蝙蝠;81;19;80;40;1;0;12500;500;0;10;10;20;80;0;0;15;20;700;1;0;2200;
圣域月魔;105;19;113;50;1;0;25000;850;0;15;15;30;80;0;0;15;20;500;2;0;1600;
圣域冥狼;53;19;70;30;1;0;12500;500;0;7;7;10;80;0;0;15;20;500;1;0;2500;
圣域杀手;93;22;28;35;1;0;25000;2000;0;5;10;20;90;0;0;30;20;1000;1;0;2000;
圣域骷髅;86;14;20;40;1;0;37500;900;0;6;8;12;90;0;0;15;20;800;1;0;2000;
圣域精灵;89;14;150;40;1;0;37500;2000;0;15;8;5;90;0;0;15;20;800;1;0;2300;
圣域钳虫;81;19;121;50;1;0;50000;2500;0;20;20;16;90;0;0;15;20;800;1;0;1900;
圣域蛇王;81;19;164;50;1;0;5000;2000;0;20;20;20;100;0;0;20;20;800;1;0;2000;
圣域猪卫;81;19;103;48;1;0;25000;2500;0;20;20;22;90;0;0;15;25;800;1;0;1800;
圣域蝎卫;81;53;153;50;1;0;25000;3000;0;22;23;17;100;0;0;15;20;800;1;0;1600;
圣域刀斧手;81;19;146;45;1;0;25000;850;0;5;3;6;80;0;0;15;20;800;1;0;1800;
圣域弓箭手;104;45;147;42;1;100;25000;1200;0;3;4;8;70;0;0;15;20;800;1;0;1900;
圣域护卫;97;19;151;52;1;0;25000;2000;0;20;23;23;90;0;0;15;20;800;1;0;2000;
圣域侍卫;81;19;176;46;1;0;30000;1100;0;11;16;12;80;0;0;15;20;800;1;0;2000;
圣域斗士;81;19;174;45;1;0;25000;1000;0;15;16;11;70;0;0;15;20;800;1;0;2000;
圣域将军;81;19;177;50;1;0;25000;1500;0;15;18;25;90;0;0;15;20;800;1;0;2000;
圣域祭司;81;53;179;48;1;0;25000;1500;0;12;17;13;80;0;0;15;20;800;1;0;2000;
圣域战士;81;19;175;43;1;0;22500;950;0;20;20;6;80;0;0;15;20;800;1;0;2000;
圣域法师;94;40;178;45;1;0;24750;1300;0;12;12;5;100;0;0;15;20;800;1;0;2000;
圣域钉耙猫;81;17;26;30;1;0;12500;650;0;3;4;15;60;0;0;15;20;1200;1;0;2500;
