125;灵魂项链;20;0;1;0;0;0;239;7000;1;2;0;0;0;0;0;0;1;6;3;23;25000;5;
126;黑檀手镯;26;0;1;0;0;0;211;6000;0;0;0;0;0;0;0;1;0;0;0;19;4000;5;
127;思贝儿手镯;26;0;1;0;0;0;210;6000;0;0;0;0;0;0;0;2;0;0;2;24;10000;5;
128;恶魔铃铛;20;0;1;0;0;0;244;6000;1;2;0;0;0;0;0;7;0;0;2;27;25000;5;
129;铜矿;43;0;4;0;0;0;286;10000;0;0;0;0;0;0;0;0;0;0;0;0;500;5;
130;铁矿;43;0;4;0;0;0;281;10000;0;0;0;0;0;0;0;0;0;0;0;0;1000;5;
131;银矿;43;0;4;0;0;0;285;10000;0;0;0;0;0;0;0;0;0;0;0;0;2500;5;
132;金矿;43;0;4;0;0;0;280;10000;0;0;0;0;0;0;0;0;0;0;0;0;6000;5;
133;战神油;3;10;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1000;5;
134;回城卷;3;3;1;0;0;0;402;1;0;0;0;0;0;0;0;0;0;0;0;0;500;5;
135;祝福油;3;4;1;0;0;0;26;1;0;0;0;0;0;0;0;0;0;0;0;0;1000;5;
136;麻痹戒指;22;113;1;0;0;0;168;5000;0;0;0;0;0;1;0;0;0;0;0;16;20000;5;
137;复活戒指;22;114;1;0;0;0;175;5000;0;1;0;1;0;0;0;0;0;0;0;16;20000;5;
138;火焰戒指;22;115;1;0;0;0;171;5000;0;0;0;0;0;0;1;2;0;0;0;16;20000;5;
139;防御戒指;22;116;1;0;0;0;167;5000;0;0;0;0;0;0;0;0;1;2;0;16;20000;5;
140;愤怒戒指;22;117;1;0;0;0;167;5000;0;0;0;0;0;0;0;0;0;0;0;16;20000;5;
141;护身戒指;22;118;1;0;0;0;176;5000;0;1;0;0;0;0;0;0;0;0;0;16;20000;5;
142;神力戒指;22;119;1;0;0;0;170;5000;0;0;0;0;0;1;0;0;0;0;0;16;20000;5;
143;技巧项链;20;120;1;0;0;0;241;8000;0;0;0;0;0;0;0;0;0;0;0;16;20000;5;
144;狂风戒指;23;0;1;0;0;0;162;5000;1;0;0;0;0;1;0;0;0;0;0;16;20000;5;
145;夏普儿手镯;24;0;1;0;0;0;204;7000;0;2;0;0;0;0;0;0;0;0;0;16;20000;5;
146;狂风项链;21;0;1;0;0;0;228;8000;2;0;0;0;0;1;0;0;0;0;0;19;20000;5;
147;辟邪手镯;24;0;1;0;0;0;200;7000;0;0;0;2;0;0;0;0;0;0;0;19;20000;5;
148;探测项链;20;121;1;0;0;0;248;8000;0;0;0;0;0;0;0;0;0;0;0;1;20000;5;
149;困魔咒;4;2;1;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;1;8000;5;
150;召唤骷髅;4;2;1;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;1;2000;5;
151;隐身术;4;2;1;0;0;0;0;20;0;0;0;0;0;0;0;0;0;0;0;1;2000;5;
152;集体隐身术;4;2;1;0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;1;3000;5;
153;诱惑之光;4;1;1;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0;1;1000;5;
154;瞬息移动;4;1;1;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;1;2000;5;
155;火墙;4;1;1;0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;1;3000;5;
156;爆裂火焰;4;1;1;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;1;3000;5;
157;地狱雷光;4;1;1;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;1;8000;5;
158;半月弯刀;4;0;1;0;0;0;0;28;0;0;0;0;0;0;0;0;0;0;0;1;8000;5;
159;太阳水;0;1;1;0;0;0;16;1;30;0;40;0;0;0;0;0;0;0;0;1;1000;5;
160;祖玛头像;44;1;1;0;0;0;271;1;0;0;0;0;0;0;0;0;0;0;0;1;1000;5;
161;强效金创药;0;0;3;0;0;0;28;1;90;0;0;0;0;0;0;0;0;0;0;1;550;5;
162;强效魔法药;0;0;3;0;0;0;29;1;0;0;150;0;0;0;0;0;0;0;0;1;550;5;
163;随机传送卷;3;2;1;0;0;0;404;1;0;0;0;0;0;0;0;0;0;0;0;1;100;5;
164;无极棍;5;21;15;0;0;0;52;25000;0;0;0;0;8;16;0;0;3;5;3;25;30000;5;
165;血饮;5;22;12;0;0;0;53;20000;0;5;0;0;3;14;3;5;0;0;2;27;30000;5;
166;裁决之杖;6;24;80;0;0;0;55;32000;0;0;0;0;0;30;0;0;0;0;0;30;35000;5;
167;记忆戒指;22;122;1;0;0;0;178;7000;0;0;0;0;0;0;0;0;1;3;0;26;20000;5;
168;记忆项链;19;123;1;0;0;0;247;8000;0;0;0;0;2;4;0;0;0;0;0;26;10000;5;
169;记忆手镯;24;124;1;0;0;0;212;6000;0;0;0;0;0;0;1;1;0;0;0;26;10000;5;
170;记忆头盔;15;125;7;0;0;0;109;8000;3;3;0;0;0;0;0;0;0;0;0;26;10000;5;
171;祈祷之刃;5;23;10;0;0;8;54;20000;0;3;0;1;8;20;0;0;0;0;0;20;25000;5;
172;祈祷手镯;26;0;1;0;0;8;213;5000;0;0;0;0;0;2;0;0;0;0;0;15;10000;5;
173;祈祷项链;21;0;1;0;0;8;249;5000;0;0;0;0;0;0;0;0;0;4;0;15;10000;5;
174;祈祷戒指;23;0;1;0;0;8;179;5000;0;0;0;0;0;0;1;5;0;0;0;15;10000;5;
175;祈祷头盔;15;0;2;0;0;8;110;5000;3;4;1;2;0;0;0;0;0;0;0;18;20000;5;
176;行会回城卷;3;5;1;0;0;0;406;1;0;0;0;0;0;0;0;0;0;0;0;1;800;5;
177;修复油;3;9;1;0;0;0;27;1;0;0;0;0;0;0;0;0;0;0;0;1;800;5;
178;黑铁矿石;43;0;4;0;0;0;284;10000;0;0;0;0;0;0;0;0;0;0;0;0;1000;5;
179;生命项链;20;0;1;0;0;0;320;6000;1;1;0;0;0;0;1;5;0;0;2;25;10000;5;
180;力量戒指;22;0;3;0;0;0;336;6000;0;0;0;0;0;6;0;0;0;0;1;46;20000;5;
181;心灵手镯;26;0;1;0;0;0;328;7000;0;0;0;0;0;0;0;0;1;2;3;24;13000;5;
182;黑铁头盔;15;0;20;0;0;0;344;10000;4;5;2;3;0;0;0;0;0;0;1;46;25000;5;
183;烈火剑法;4;0;1;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;
184;野蛮冲撞;4;0;1;0;0;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;8000;5;
185;心灵启示;4;2;1;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;5000;5;
186;群体治愈术;4;2;1;0;0;0;0;33;0;0;0;0;0;0;0;0;0;0;0;0;10000;5;
187;召唤神兽;4;2;1;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;
188;魔法盾;4;1;1;0;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;10000;5;
189;圣言术;4;1;1;0;0;0;0;32;0;0;0;0;0;0;0;0;0;0;0;0;10000;5;
190;冰咆哮;4;1;1;0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;20000;5;
191;超级金创药;31;100;20;0;0;0;313;1;0;0;0;0;0;0;0;0;0;0;0;0;3400;5;
192;超级魔法药;31;101;20;0;0;0;314;1;0;0;0;0;0;0;0;0;0;0;0;0;3400;5;
193;强效太阳水;0;1;2;0;0;0;312;1;50;0;80;0;0;0;0;0;0;0;0;0;2000;5;
194;骰子;45;6;1;0;0;0;360;1;0;0;0;0;0;0;0;0;0;0;0;0;3000;5;
195;木料;45;2;1;0;0;0;368;1;0;0;0;0;0;0;0;0;0;0;0;0;500;5;
196;落魄神兵;5;30;40;0;0;0;55;40000;0;0;0;0;0;0;0;0;0;0;0;40;100000;5;
197;彩票;3;11;1;0;0;0;265;1;0;0;0;0;0;0;0;0;0;0;0;0;455;5;
198;中型盔甲(男);10;2;12;0;0;0;61;12000;3;5;1;2;0;0;0;0;0;0;0;16;6000;100;
199;中型盔甲(女);11;2;12;0;0;0;81;12000;3;5;1;2;0;0;0;0;0;0;0;16;6000;100;
200;上网卡;47;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;
201;正版游戏;47;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;
202;许中医的药1;0;2;1;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0;100;5;
203;许中医的药2;0;3;1;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0;100;5;
204;许中医的药3;0;4;1;0;0;0;14;1;0;0;0;0;0;0;0;0;0;0;0;0;100;5;
205;药剂师的信;46;1;1;0;0;0;266;1;0;0;0;0;0;0;0;0;0;0;0;0;10;5;
206;命运之刃;5;29;48;0;0;0;65;20000;0;0;0;0;12;16;0;0;0;0;0;35;20000;5;
207;屠龙;5;26;99;0;0;0;57;33000;0;0;0;0;5;35;0;0;0;0;0;34;38000;5;
208;龙纹剑;5;25;40;0;0;0;56;22000;0;0;0;0;8;20;0;0;3;6;0;35;35000;5;
209;嗜魂法杖;6;27;26;0;0;0;58;10000;0;0;0;0;6;13;2;8;0;0;0;35;38000;5;
210;紫碧螺;22;0;2;0;0;0;183;5000;0;0;0;0;0;0;0;5;0;0;2;24;15000;5;
211;泰坦戒指;22;0;3;0;0;0;182;5000;0;0;0;0;0;0;0;0;2;6;3;24;15000;5;
212;幽灵手套;26;0;5;0;0;0;186;8000;0;3;0;0;0;0;0;0;0;0;0;25;8000;5;
213;阎罗手套;26;0;10;0;0;0;187;8000;0;4;0;0;0;0;0;0;0;0;0;30;10000;5;
214;龙之手镯;26;0;3;0;0;0;214;6000;0;0;0;0;0;0;0;3;0;0;2;28;12000;5;
215;天珠项链;20;0;1;0;0;0;218;7000;0;0;0;0;0;0;0;0;1;5;3;22;10000;5;
216;幽灵项链;20;0;1;0;0;0;219;8000;0;0;0;0;0;5;0;0;0;0;0;24;10000;5;
217;火把;30;0;3;0;0;0;131;20000;0;0;0;0;0;0;0;0;0;0;0;0;500;5;
218;头盔;15;0;5;0;0;0;100;1000;0;0;0;0;0;0;0;0;0;0;0;1;10;5;
219;鹿茸;0;1;5;0;0;0;6;1;100;0;100;0;0;0;0;0;0;0;0;0;10;5;
220;骨玉权杖;6;28;20;0;0;0;59;18000;0;0;0;0;6;12;2;6;0;0;0;35;28000;5;
221;神秘戒指;22;130;1;0;0;0;181;5000;0;0;0;0;0;0;0;0;0;0;0;18;100;5;
222;神秘腰带;26;131;1;0;0;0;215;8000;0;0;0;0;0;0;0;0;0;0;0;18;100;5;
223;神秘头盔;15;132;10;0;0;0;111;10000;0;0;0;0;0;0;0;0;0;0;0;18;100;5;
224;神水;0;2;1;0;0;0;119;1;0;0;0;0;0;0;0;0;0;0;0;0;100;5;
225;命运之书;47;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;100;5;
226;金条;47;0;10;0;0;0;117;1;0;0;0;0;0;0;0;0;0;0;0;0;100;5;
227;米糕;0;1;2;0;0;0;118;1;150;0;150;0;0;0;0;0;0;0;0;0;100;5;
228;鹿血;0;1;1;0;0;0;23;1;20;0;20;0;0;0;0;0;;0;0;0;100;5;
229;生灵戒指;22;0;2;0;0;0;297;4000;0;0;0;0;0;1;0;0;0;0;0;20;8000;5;
230;生灵手镯;26;0;2;0;0;0;298;4000;0;0;0;0;0;0;0;0;1;1;0;20;8000;5;
231;生灵项链;20;0;2;0;0;0;296;4000;0;0;0;0;0;0;0;1;0;0;0;20;8000;5;
232;魔力戒指;22;0;2;0;0;0;289;4000;0;0;0;0;0;0;0;1;0;0;0;20;8000;5;
233;魔力手镯;26;0;2;0;0;0;290;4000;0;0;0;0;0;1;0;0;0;0;0;20;8000;5;
234;魔力项链;20;0;2;0;0;0;288;4000;0;0;0;0;0;0;0;0;0;1;0;20;8000;5;
235;佛牌;45;2;1;0;0;0;368;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;
236;介绍信;46;1;1;0;0;0;266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;
237;疗伤药;0;1;1;0;0;0;14;0;100;0;160;0;0;0;0;0;0;0;0;0;5000;5;
238;薄荷叶;42;0;1;0;0;0;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;
239;祈福项链;20;0;1;0;0;0;218;10000;0;0;0;0;0;0;0;0;0;0;0;0;0;5;
240;牢犯匕首;5;6;5;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;
241;恶魔长袍(女);11;4;19;0;0;0;83;25000;4;7;3;4;0;0;1;4;0;0;2;28;22000;20;
242;恶魔长袍(男);10;4;19;0;0;0;63;25000;4;7;3;4;0;0;1;4;0;0;2;28;22000;20;
243;幽灵战衣(女);11;5;26;0;0;0;84;28000;4;7;3;4;0;0;0;0;1;4;3;27;22000;20;
244;幽灵战衣(男);10;5;26;0;0;0;64;28000;4;7;3;4;0;0;0;0;1;4;3;27;22000;20;
245;战神盔甲(男);10;3;45;0;0;0;62;30000;5;9;3;5;0;0;0;0;0;0;1;46;25000;20;
246;战神盔甲(女);11;3;45;0;0;0;82;30000;5;9;3;5;0;0;0;0;0;0;1;46;25000;20;
247;MP3随身听;47;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
248;AMD芯片;47;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
249;液晶显示器;47;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
250;时尚手机;47;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
251;数码相机;47;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;
252;山洞凭证;46;1;1;0;0;0;265;1;0;0;0;0;0;0;0;0;0;0;0;0;100;5;
253;筹码;46;1;2;0;0;0;391;1;0;0;0;0;0;0;0;0;0;0;0;0;1000;5;
