21;重盔甲(女);11;3;23;0;0;0;82;25000;4;7;2;3;0;0;0;0;0;0;0;22;12000;20;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
22;魔法长袍(女);11;4;12;0;0;0;83;20000;3;5;3;4;0;0;0;2;0;0;0;22;10000;20;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
23;灵魂战衣(女);11;5;15;0;0;0;84;20000;3;6;3;3;0;0;0;0;0;2;0;22;10000;20;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
24;重盔甲(男);10;3;23;0;0;0;62;25000;4;7;2;3;0;0;0;0;0;0;0;22;12000;20;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
25;魔法长袍(男);10;4;12;0;0;0;63;20000;3;5;3;4;0;0;0;2;0;0;0;22;10000;20;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
26;灵魂战衣(男);10;5;15;0;0;0;64;20000;3;6;3;3;0;0;0;0;0;2;0;22;10000;20;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27;大火球;4;1;1;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;2000;10;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
28;攻杀剑术;4;0;1;0;0;0;0;19;0;0;0;0;0;0;0;0;0;0;0;0;2000;10;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
29;施毒术;4;2;1;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;1000;10;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
30;匕首;5;6;5;0;0;0;35;10000;0;0;0;0;4;5;0;0;0;0;0;1;500;100;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
31;井中月;5;17;58;0;0;0;48;30000;0;0;0;0;7;22;0;0;0;0;0;28;30000;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
32;银蛇;5;9;26;0;0;0;38;24000;0;1;0;0;7;14;0;0;1;3;0;26;15000;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
33;海魂;6;8;12;0;0;0;39;12000;0;0;0;0;3;11;1;2;0;0;0;15;2727;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
34;修罗;5;7;40;0;0;0;40;25000;0;0;0;0;0;20;0;0;0;0;0;22;10000;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
35;炼狱;6;11;60;0;0;0;41;28000;0;0;0;0;0;25;0;0;0;0;0;26;20000;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
36;凌风;5;5;20;0;0;0;34;18000;0;0;0;0;6;12;0;0;0;0;0;19;4545;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
37;破魂;5;6;8;0;0;0;51;11000;0;2;0;0;8;10;0;0;0;0;0;20;4545;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
38;斩马刀;5;10;27;0;0;0;37;19000;0;0;0;0;5;15;0;0;0;0;0;20;5455;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
39;食人树叶;42;0;1;0;0;0;255;1;0;0;0;0;0;0;0;0;0;0;0;0;45;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
40;毒蜘蛛牙齿;42;0;1;0;0;0;253;1;0;0;0;0;0;0;0;0;0;0;0;0;45;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
41;食人树果实;42;0;1;0;0;0;256;1;0;0;0;0;0;0;0;0;0;0;0;0;273;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
42;蝎子尾巴;42;0;1;0;0;0;254;1;0;0;0;0;0;0;0;0;0;0;0;0;45;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
43;蛆卵;42;0;1;0;0;0;252;1;0;0;0;0;0;0;0;0;0;0;0;0;455;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
44;灰色药粉(少量);25;1;1;0;0;0;251;5000;0;0;0;0;0;0;0;0;0;0;0;0;50000;3;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
45;黄色药粉(少量);25;2;1;0;0;0;250;5000;0;0;0;0;0;0;0;0;0;0;0;0;50000;3;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
46;古铜戒指;22;0;1;0;0;0;145;5000;0;0;0;0;0;1;0;0;0;0;0;3;500;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
47;青铜头盔;15;0;4;0;0;0;100;8000;0;1;0;0;0;0;0;0;0;0;0;10;909;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
48;金项链;20;0;1;0;0;0;222;8000;0;0;0;1;0;1;0;0;0;0;0;2;500;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
49;铁手镯;24;0;1;0;0;0;180;4000;0;1;0;0;0;0;0;0;0;0;0;3;800;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
50;灰色药粉(中量);25;1;2;0;0;0;251;10000;0;0;0;0;0;0;0;0;0;0;0;1;3636;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
51;灰色药粉(大量);25;1;3;0;0;0;251;15000;0;0;0;0;0;0;0;0;0;0;0;1;3636;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
52;黄色药粉(中量);25;2;2;0;0;0;250;10000;0;0;0;0;0;0;0;0;0;0;0;1;36360;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
53;黄色药粉(大量);25;2;3;0;0;0;250;15000;0;0;0;0;0;0;0;0;0;0;0;1;45450;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
54;乌木剑;5;1;8;0;0;0;43;7000;0;0;0;0;4;8;0;1;0;0;0;1;3636;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
55;魔杖;6;12;10;0;0;0;42;15000;0;0;0;0;5;9;2;5;0;0;0;26;15000;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
56;八荒;5;15;25;27;0;0;44;18000;0;0;0;0;4;12;0;0;0;0;0;15;4545;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
57;鸡肉;40;0;1;0;0;0;13;4000;0;0;0;0;0;0;0;0;0;0;0;0;73;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
58;玻璃戒指;22;0;1;0;0;0;143;3000;0;0;0;0;0;0;0;0;0;1;0;7;800;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
59;牛角戒指;22;0;1;0;0;0;140;6000;0;0;0;1;0;1;0;0;0;0;0;9;909;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
60;蓝色水晶戒指;22;0;1;0;0;0;142;10000;0;0;0;2;1;0;0;0;0;0;0;16;1364;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
61;六角戒指;22;0;1;0;0;0;144;6000;0;0;0;0;0;0;0;1;0;0;0;7;800;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
62;黑檀项链;20;0;1;0;0;0;220;8000;0;0;0;0;0;0;1;0;0;0;0;13;1091;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
63;黄色水晶项链;20;0;1;0;0;0;221;8000;0;0;0;0;0;0;0;0;1;0;0;13;1091;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
64;黑色水晶项链;20;0;1;0;0;0;225;8000;0;0;0;0;1;0;0;0;0;0;0;13;1364;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
65;魔法头盔;15;0;4;0;0;0;100;8000;0;1;1;1;0;0;0;0;0;0;0;14;1818;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
66;沃玛号角;44;0;1;0;0;0;261;1;0;0;0;0;0;0;0;0;0;0;0;0;909;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
67;半月;5;16;16;0;0;0;46;14000;0;0;0;0;5;10;0;1;1;1;0;15;3636;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
68;皮制手套;26;0;2;0;0;0;190;6000;0;1;0;0;0;0;0;0;0;0;0;7;1364;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
69;坚固手套;26;0;3;0;0;0;191;8000;0;2;0;0;0;0;0;0;0;0;0;18;6364;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
70;钢手镯;26;0;1;0;0;0;180;5000;0;1;0;1;0;0;0;0;0;0;0;8;1818;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
71;生铁戒指;22;0;1;0;0;0;141;5000;0;2;0;0;0;0;0;1;0;0;2;9;2727;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
72;金戒指;22;0;1;0;0;0;148;5000;0;0;0;3;1;1;1;1;1;1;0;20;7273;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
73;灯笼项链;19;0;1;0;0;0;233;8000;0;1;0;0;1;0;0;0;0;0;0;18;2727;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
74;白色虎齿项链;19;0;1;0;0;0;230;8000;0;2;0;0;0;0;0;0;1;1;3;11;2727;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
75;魅力戒指;23;0;1;0;0;0;159;5000;0;0;0;0;0;0;1;2;0;0;0;23;3636;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
76;道德戒指;23;0;1;0;0;0;153;5000;0;0;0;0;0;0;0;0;1;2;0;23;3636;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
77;白金项链;20;0;1;0;0;0;231;6000;0;0;0;0;0;0;0;2;0;0;2;10;1818;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
78;降妖除魔戒指;22;0;1;0;0;0;152;5000;0;0;0;4;1;2;1;2;1;2;0;25;9091;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
79;躲避手链;20;0;1;0;0;0;238;8000;0;0;0;3;0;0;0;0;0;0;3;12;22727;50;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
80;地牢逃脱卷;3;1;1;106;0;0;408;1;0;0;0;0;0;0;0;0;0;0;0;1;100;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
81;偃月;6;18;13;0;0;0;49;12000;0;0;0;0;4;10;1;3;0;0;0;20;9091;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
82;降魔;5;14;20;0;0;0;47;17000;0;1;0;0;6;11;0;0;1;2;0;20;9091;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
83;传统项链;20;0;1;0;0;0;237;8000;0;1;0;0;0;0;0;0;0;0;0;3;1000;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
84;小手镯;26;0;1;0;0;0;192;5000;0;0;0;1;0;0;0;0;0;0;0;5;1000;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
85;银手镯;24;0;2;0;0;0;202;7000;0;0;0;1;0;0;0;0;0;0;0;7;1500;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
86;大手镯;26;0;2;0;0;0;203;10000;1;1;0;0;0;0;0;0;0;0;0;9;4545;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
87;鹤嘴锄;6;19;10;0;0;0;50;10000;0;0;0;0;0;9;0;0;0;0;0;11;636;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
88;隐身戒指;22;111;1;0;0;0;174;4000;0;0;0;0;0;0;0;0;0;0;0;12;20000;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
89;抗拒火环;4;1;1;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;500;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
90;地狱火;4;1;1;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;909;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
91;雷电术;4;1;1;0;0;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;1000;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
92;疾光电影;4;1;1;0;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;9091;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
93;灵魂火符;4;2;1;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;1000;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
94;幽灵盾;4;2;1;0;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;4545;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
95;神圣战甲术;4;2;1;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;9091;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
96;金创药(中量);0;0;2;104;0;0;400;1;40;0;0;0;0;0;0;0;0;0;0;0;200;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
97;魔法药(中量);0;0;2;105;0;0;396;1;0;0;60;0;0;0;0;0;0;0;0;0;200;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
98;黑色水晶戒指;22;0;1;0;0;0;163;5000;0;0;0;0;0;2;0;0;0;0;0;20;1818;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
99;魔鬼项链;20;0;1;0;0;0;235;8000;0;0;0;0;2;0;0;0;0;0;0;17;2273;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
100;珊瑚戒指;22;0;1;0;0;0;164;5000;0;0;0;0;0;4;0;0;0;0;0;25;13636;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
101;蓝翡翠项链;20;0;1;0;0;0;246;8000;0;0;0;0;2;2;0;0;0;0;0;23;9091;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
102;蛇眼戒指;22;0;1;0;0;0;165;5000;0;0;0;0;0;0;0;2;0;0;0;20;1818;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
103;琥珀项链;20;0;1;0;0;0;236;8000;0;0;0;0;0;0;2;0;0;0;0;17;1818;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
104;护身符;25;5;1;111;0;0;270;20000;0;0;0;0;0;0;0;0;0;0;0;0;500;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
105;刺杀剑术;4;0;1;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;4545;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
106;放大镜;20;0;1;0;0;0;245;8000;0;0;0;0;0;0;1;3;0;0;0;24;5455;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
107;红宝石戒指;22;0;1;0;0;0;166;5000;0;0;0;0;0;0;0;4;0;0;2;17;10000;5;255;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
